article_id,newspaper_name,edition,date,page,headline,byline,article
6_1922-10-28_p2_sn96060881_00414216912_1922102801_0924,Phoenix tribune.,01,1922-10-28,p2,"EQUALITY ALONG


COMMERCIAL Lines


SHOULD BE OUR AIM","Correspondence to A. N. P.)


(BY Leo W. Danielsl",glasgow w scotland oct feel alarmed at the ineptitude the vagueness and lassitude of our peo pie the world over not even exclud ing our far advanced afric american friends who are accessible to every known trade facility open to any citi zen of the great united states l re gard america the enterprising ne gro s haven be he from the west in dies egypt canada africa india germany or france notwithstanding all the lynching race riots and acts of discrimination that take place there commercial enterprise has made the united states of america great nation in this particular negroes stand on a par with all the other ele ments in american life commercial equality is all that the negro needs in these times therefore l would say strive for that and all other equalities will right themselves if commerce has made other races powerful even though by trading in human flesh and blood free labor and by plundering other peoples coun tries surely we can by true honest union and mutual endeavbr at least begin trading with our own people in an honorable way and at the same time show humanity to other peoples the world should know that we are on the earth not as mere vassals as we are depicted by the financial com mercial religious and political press es of the world l do feel t is now up to the united portions of our people to refute these sort of things through their press and to establish land marks in the way of negro libraries hotels for colored students agencies for buying and sell ing negro products by negroes and not by whites and as far as water marks go charter if we cannot buy shipping facilities to trade in a few parts of the world the ignorant subjects of other nations think that all our people are fit for is to trot the globe as mere merry making song sters to sing and teach other folks to sing that coal black mamma of mine or mo other little coon like you l want the world to know that l am an out and out race man financially commercially industrially or other wise want to get in touch with real producers of negro wealth l am send ing out this s o s to all and as broadcast as the seattle black sea the waters of which are much trou bled just now according to our news papers reports of today l am for the progress of the underdog of all races particularly our own conner cialize our strength and thereby be wiser and more prosperous among the nations of the earth and we shall be happier may god hasten the dayi
13_1922-08-22_p11_sn85042354_00383342600_1922082201_0552,Evening journal.,01,1922-08-22,p11,,,tho women members of the state committee nominated by the eau gus were mrs s ii messlck brldgeville mrs t atkins of milton mrs florence x evans of selbyville james c robinson negro was also nominated for the state com mittee on motion of harry v lyons of lewes dr caleb r layton was made the caucus nominee for con gress by reclamation nominations were next made for insurance commissioner and the four ballots taken were rs follows first ballot william j swayno ii edward w ingram dr c nj hollis ia c j ingram charles a l lingo il second ballot hollis is logue lingo il ing ram third ballot hollis ls swayne lingo on the fourth ballot hollis was nominated over lingo william l parker of millsboro was named as sussex s vice chairman of the convention the caucus at this time by acla nation also nominated william l parker of milshoro for state treas urer and edward w ingram of lewes for state auditor the caucus named the following serve on convention committees credentials h v lyons oliver a newton and florence lank organization dr william dewitt robert short and mrs bessie gil lespie rules julian townsend william d steel and elijah lynch resolutions frank sirman daniel j layton and j edward goslee
24_1922-08-22_p11_sn85042354_00383342600_1922082201_0552,Evening journal.,01,1922-08-22,p11,To Name dupont to Head Ticket By Acclamation,,continued from first page gresham layton for denomination some objection cropped up among wilmington negroes congressman layton because of his opposition to the dyer anti lynching bill but il did not come up in the caucus and congressman layton was endorsed by the wilmington caucus without any opposition senator dupont was placed in nomination in the wilmington eau gus by isaac t mcclure of the fifth ward the mention of his name was applauded by the delegates and visitors and he was the unani nous choice of tho caucus senator dupont will be placed in nomination in the convention this afternoon by captain w a simon ton ii was originally planned for mayor harvey of wilmington to nominate senator dupont but this program was changed this morning mrs julia ii ashbrook of whining ton will second the nomination one of the surprises of the eau cuses was the defeat in the rural new castle county caucus of benja min a groves of kismensi by for mer levy courtman thomas s fouracre of middletown for state treasurer mr fouracre was the caucus choice over mr groves by the vote of il mr four acres name has not been mentioned as a candidate until some of the delegates arrived here this morning another surprise was the fact that state auditor daniel thompson of newark who up until this morning had been seeking support for a third nomination for that office i withdrew from the fight mr thompson was not placed before the rural new castle county caucus l wilmington caucus in the absence of wilmington city | chairman j austin ellison vice i chairman deputy judge john + i lynn called the wilmington caucus to order mayor lie roy harvey was chosen permanent chairman and miss elizabeth nj bullock secretary former senator james b hickman wa selected by the caucus be a of the convention the following were selected serve on the different convention edentials edward n kelly leo dugan and uriel blake permanent observation disclosures j coleman alfred c moore ana arthur johnson rules airs julia ii ashbrook isaac t mcclure and charles = brown resolutlons john c foote flor ence warren and isaac r brown the caucus selected the following for members of the state commit tee alien property custodian w miller william ii heald charles h grantland julia n ashbrook mrs charles o schofeld and mrs jennie deakyne in making the nomination for the negro member of the state commit tee richard craig suggested that the negro delegates retire and make their own selection this was op posed by uriel blake and on a vote he craig motion was lost dr con we ll banton and charles h col burn were both placed in nomina ton for membership on the state committee dr banton won by vote of s at the suggestion of one of the delegates mrs carrie nj pipes col re i was also nominated for the state committee as this would give eight members on the ommittee while under a proposed henee in the rules ii adopted by he convention this afternoon viii nington will be entitled only even members that is three men hree women and one colored repre antative il is understood the name mrs pipes will be withdrawn in he convention senator t coleman dupont was nominated as the caucus choice tot th the short and long terms for rnited states senator his name as presented to the convention by saac t mcclure from the fifth ard senator dupont s home ward he nomination was applauded il oundlv by the delegates at the ieeestion of eleedle lutlt was ll call on this nomination and yerv single delegate voted aye n rural new castle representative richard g buck s lgham called the rural new castle c unty caucus order senator l eisler ball was named chairman of ucus with horace l dilworth as cretary the caucus named the blowing serve on convention edentials joseph ii maritime y j northrup and jacob ii emer u = in | organization alvin satterthwalte = ii stafford t hampton eaton = y rules raymond robertson mrs u hn f clayton and john b eth olutions senator ball t sey mccormick w c money the caucus also named the follow as members of the state commit g henry nj candy mrs w x du m ont james g shaw mrs john f a clayton thomas s fouracre and = rs ethel brown dr asbury burke of newport te aced mr groves in nomination for l
2_1922-10-18_p1_sn87062237_00383342740_1922101801_0184,"Every evening, Wilmington daily commercial.",01,1922-10-18,p1,"BOYCE SAYSITSE EASY FOR LAYTON
TO CONFUSE FICTION With FACT,


ADDING DOCTOR IS MISTAKEN

Democratic Congressional Nominee Makes Reply to His
Opponents Statement That He Sought Advice Before
Voting on the AntLynching Bill Stirring Democratic
Meetings in Wilmington and Rose HILL",,those who know congressman layton best we ll understand that it is exceedingly easy for him to con fuse fiction with fact when he thinks that ii will serve his purposes in brief that is the answer made by former judge william ii boyce democratic nominee for congress to statements reported to have been made by dir layton at the meeting of the republican first district com mittee monday night to the effect that judge boyce was among those who advised him how to vote on the dyer anti lynching bill judge boyce continued his answer made at democratic meetings in the eleventh ward and at rose hill last night by saying that congressman layton was willfully mistaken in making the statements attributed to him and which were addressed chiefly the negro voters of the city and state who have openly announced their opposition to layton be cause of his vote against the anti lynching bill dir layton s primary reason for arguing on the dyer bill at the meet ing was evidently in an effort to obj tain strangle hold on the vote of the negro population by trying to ex plain that he voted against the bill because many men of law including judge boyce advised him that the bill was unconstitutional the negroes stand was set forth at a mass meet ing sunday afternoon at which both negro voters and negro politicians pledged themselves to oppose lay ton because of his action in full judge boyce s reply made public at two meetings last night reads as follows t has been by express ed desire not to have any controversy with doctor layton my opponent during this campaign but l feel that i should say that if doctor layton in his address at the meeting of the republican first district committee ia the young mems republican club made the statement attributed to him by the republican press to the effect that l told him how to vote on the bin he discussed he was willfully mis taken in a friendly spirit may say those who know congressman layton best we ll understand that it is exceedingly easy for him to confuse fiction with continued on page ia
16_1922-01-25_p1_sn83030214_00206532725_1922012501_0761,New-York tribune.,01,1922-01-25,p1,"Five Who Lynched Negro


Are Given Life Sentences

Two of Same Race, One a
Cousin of Victim, Among


Those Sent t0 Prison",,oklahoma city jan three white and two negro members of the party that lynched jake brooks negro packing house worker here january ia pleaded guilty to day before judge james l phelps and were sentenced to life imprisonment the five are lee whitley twenty nine years old charles polk eighteen elmert yearta nineteen and robert allen twenty and nathan but ler forty negroes whitley and yearta are members of the butcher workmen s union on strike at the packing house plants polk is a strike sympathizer allen is a cousin of the negro who was lynchcd the speed with which the cases of these five men were disposed of to day as we ll as the heavy sentences imposed set record for trials of alleged mem bers of lynching parties according to r e wood assistant attorney cen cral judge phelps told the defendants their conduct warranted the electric chair when you think of writing
6_1922-10-26_p5_sn87062237_00383342740_1922102601_0306,"Every evening, Wilmington daily commercial.",01,1922-10-26,p5,"NEGRO WOMEN MUST Be


EMANC|PATORS0 Of RACE.

Federation Told Vote Against
DR.. Layton is Step in This


Direction.",,the negro women of the state must lead the way to the political ema nci patton of their race and vote i m hesitatingly against congressman caleb ii layton republican nominee for reelection mrs mark b talbert national director of the anti lynching crusaders declared during an address last night at the closing session of the delaware federation of colored women s clubs in ezion nj t church ninth and french streets i ve cannot afford to support con gresman layton and such men as he for reelection to our legislative halls in washington she continued layton has proven unworthy of our support hc failed us in the time of the great crisis when the dyer anti lynching bill was seeking supporters | t is up to the women lead the race on our men may be lead astray by the opposition for they have always been the slaves of the bosses but the women must unquestlonably and un hesitatingly vote against those wh would work against us mrs talbert pointed out that there is certain superstitious loyalty or the part of colored people toward the republican party she stated that ii delaware no colored man is allowed practice law colered people arr segregated by tho authorities nj coored man is asked serve on tn general jury and there are no color ed policemen all this she stated is tolerated under republican rule following mrs talbert s addres the delegates to tho convention passe n resolution pledging to supper those who are our friends at in fall elections the ku klux klan was bitterly as sailed at the meeting and a resolutio asking state and city authorities suppress tho growth of the organiza ton was passed the delegates also passed resolu tions urging young negroes to tax advantage of educational privilege recommendations asking the appoint | ment of competent negro women o educational and industrial bureaus e fecting the welfare of the race wei also made election of officers for the onsuir
7_1922-12-04_p1_sn82014086_00295866445_1922120401_0321,Norwich bulletin.,01,1922-12-04,p1,"PRESIDENTIAL NOMINATIONS

 COME BEFORE SENATE TODAY",,washington doc confrmatior of upwards of thousand presidential nom nations will be the task of the senate on meeting tomorrow i | ten o clock in the final shting of the extra session unlike the house which has no special business before it the senate is ex pected to work until close to o clock before adjourning sine die the regu lar session will begin at noon probably the only business transact ed i ll either the house or senate at the initial meeting will he the routine ap pointment of a joint committee to go to the white house to notify the pres ident that the last session of the etth congress has convened and that his | message is awaited republican senators made possible confirmation of at least a portion of the nominations by voting in party cau | gus late yesterday to abandon complete | ly the dyer anti lynching bill against which the democrats had successfully flibustered for several days senator underwood of alabama the democratic leader was informed today of the de cision of the republicans and in accord with promises made during the filibust ct let it be known that the democrats would offer no further obstruction foremost among the nominations to be taken up is that of pierce butler of minnesota to be an associate justice ot the supreme court succeeding william k day some opposition to confirmation of mt butler has been expressed but senators kellogg and nelson of minne sota have said they expected no freat difficulty inasnuch as the nomination received an unanimously favorable re port from the judiciary committee after inquiry into the objections hundreds of other nominations in ciuding a large number of postmaster and army appropriations are expected tt be approved by the senath without op position the nomination of walter l cohen negro of new orleans to b controller of customs at new orleans is expected to fail because of the opposi lion of the louisiana and several othe southern senators republican leaders had planned t have the shipping bill passed last weel by the house reported to the senate to morrow but tine democratic fiilibustel prevented reference of the legislation t committee it is expected to be report ed tuesday and leaders plan to talk | it up wednesd y sine die adjournment tomorrow vii l not give senators and representatives | mileage as no resolution providing fo l it s payment was adopted
18_1922-06-17_p1_sn96060881_00414216912_1922061701_0847,Phoenix tribune.,01,1922-06-17,p1,"chief OF BEAVERS
Sees real MEANCE


in KU KLUX KLAN",(By The Associated Negro Press),l chicago h june the recent demonstration of the ku klux klan here when they initiated mem bers the report from texas that mob army of white men were march ing on peaceful colored community five men lynched or burned in the same state two in georgia and one in arkansas with numerous k x k activities punctuating the news from every section of the country has aroused considerable comment and interest here men wellknown in public life are deeply concerned at the dangerous trend of racial rela tions but mostly express a preference for not being quoted the reporter was seeking opinions but he wanted them backed up by the givers fin nally he met major a e patterson supreme chief of the beavers former judge advocate with the nd divis ion in the world war and a leading member of the bar here what do you think of the situation and what program must be pursued the re porter queried active and courageous oposition through organized effort is the real solution to the menace of the klan and similar un american organiza tions declared major patterson the same methods must be used for defense which are used against us we are naturally law abiding peo pie and it is discouraging to see the readiness with which our white neighbors accept the rule of the lynch er and terrorist but there are motives behind mob law which we do not al ways consider the practice of lynching is permitted in the south to show disregard for due process of law in the punishment of alleged crime on the part of our group and by so violating the law in this regard to make plausible the violations of all other law as applied to negroes this underlying cause has an economic background and is as well known to the aristocratic southerner who pro fits by it as it is to the active partici pants in the lawlessness the american negro might as well face the fact that the deadly propa ganda of race hatred is being spread far and wide through both open and secret channels and while he care lessly and unpreparedly goes his way hoping for the best enemies whose virulent efforts break out simultane ously in such widely separated cen ters as portland oregon texas chi cago and new jersey are plotting his downfall civically economically and every way possible here in chi cago they are making an effort to keep white women from employing colored cooks using the specious plea of give the work to your own this is time for union and our best minds in america ought to draw close to gether in an effort to protect our in terests our families and our future the n a a c p the equal rights league and similar organiza tions are doing good work and de serve greater support than they re ceive the national protective or der of beavers however think has the right idea t is a secret organ ization whose purpose is to bind its members together for protection our rapid growth is due to the instant approval which our principles meet every red blooded negro who stands for real ideals and who is willing to defend the right fearlessly with his life if need he is eligible | feel that this law abiding american and yet self reliant course is one which will finally win us respect the home office of the beavers at e st street is flooded with letters from men and women from all over the country praying for a new deal new leadership new defense we are for humanity in general but the negro in particular the course of the dyer bill is being watched carefully if a suitable bill is not passed it becomes more evident that public sentiment and official opinion condones our mistreatment delightful affair
23_1922-01-05_p7_sn89051213_00414212700_1922010501_1234,The Mena weekly star.,01,1922-01-05,p7,"] LYNCHINGs IN 1921.

From Tuskegee Say Six Oc'

 cured in Arkansas.",,kegee ala dec sixty persons were lynched during recording to the tuskegee in e s annual report the figures ared with in and accord the institute bring the total to ince fifty nine of those ed in were negroes and five white two negro women were | d officers prevented lynching instances eight of these in ea being in northern states and he south armed force was to repel would be lynching |itions m two of the mob victims were ed in the south four were d to death the charges against burned to death were rape and or nineteen of those lynched charged with rape and attempt be the offense of the white ns were murder in four cases ape in the other states in which lynching oc q follow alabama arkan florida georgia il ken louisiana mississippi missouri north carolina carolina tennessee | q virginia
56_1922-08-22_p1_sn82014519_00414218970_1922082201_0648,New Britain herald.,01,1922-08-22,p1,"Big Five"" Brotherhoods and Executives to Get Together Tomorrow in Third Attempt to Reach Settlement

Southern Railway Trainmen Quit-Troops called out in North Carolina-Attempt Made to Dynamite w. Va. Bridge.",,made to dynamite w va bridge new york aug the shor crafts strike entered another phase today when rail presidents from west ern states began to arrive for to morrow s conference of the associa ton of railway executives where they will vote their answer to measures proposed by the big five brother hoods as a practical means of settling che seniority question and ending the strike third great meeting this will mark the third nation wide assembling of rail chiefs within the last month at each of which the problem of strikers seniority rights has risen to block the path of settle ment at the first two meetings plans sub nitted by president harding were partly accepted but with reservations and conditions which eliminated them as basis for calling off the strike tomorrow the rail men will face a new situation the entrance of the big five brotherhoods into the ne gotiations where as mediators they have made plain their attitude toward seniority rights as applied to their fellow workers the striking shop craftsmen miles represented the response of the carriers to the call sent out by t dewitt cuyler head of the association led officials today to predict that every member road including f class lines with over o o miles of track would be r presentsd when the conference be early arffsls to aa no conment nn the ttuatipn tss rting that the pledge of setrres exacted of both sides when the executive associations cornmittae of nine concluded sessions with the big i ve brotherhood leaders friday night had been so we ll main tained as to leave them uniformed of latest developments more walkouts chicago aug p walkouts by trainmen on the southern railway re bombings beatings and investigations of alleged wreck plots marked pro gress of the rail shopmen s strike while efforts to settle t hung sus pended pending the new york meet ing tomorrow of rail heads and lead cts of the transportation brotherhoods mediators for the striking shopmen soldiers on guard eight companies of state troops were on duty today about the shops of the southern railway at spencer n c where o men are out and about the postoffce at salisbury three miles from spencer the troops at the postofflce were requested by post master a h boyden who alleged that open threats had been made to lynch a postoffice clerk tenseness prevailed in the situation at spencer but was broken by arrival of the troops trainmen switchmen and clerks held a meeting at which they decided to defer moving trains until late today when another meet ing was to be held to decide whether the walkout was to be permanent all trains arriving at spencer after mid night over the southern were tied up with one exception negroes are beaten at atlanta extra united states | deputy marshals were on duty in the l southern railways inman yards | where yesterday a negro was perhaps fatally injured and nine others severe ly beaten a party of men was re ported to have attacked j p feaster a boilermaker at birmingham late last night near the louisville and nashville shops tie up threatened traffic on the louisville st louis division of the southern railway will be tied up completely at o clock thursday morning unless b c fallis general superintendent of the western division and representatives of the big four brotherhoods effect an agreement on the roads use of armed guards at princeton ind firemen walked out yesterday their action cut off four through trains from louisville to st louis the general division walkout set for thursday would take in all the big four men and would effect it was estimated between $ and men located at terminals at east st louis ill louisville princeton ind and huntington ind dynamiting attempt at huntington w va second at tempt to dynamite chesapeake and ohio railroad bridge was frustrated when track walker frightened three men from the trestle linemen for the missouri and north arkansas railway discovered an on the tracks near harri son ark and removed it ten min utes before a train passed kidnapped and beaten h g fought an employe of the f pacific railroad shops at lit z tie rock ark told the police that he
9_1922-04-15_p1_sn90060931_0038334816A_1922041501_0023,The northwestern bulletin.,01,1922-04-15,p1,"CAMPAIGN FOR


new MEMBERS


STARTS MONDAY

st. Paul Branch of Advancement
Association Seeks One Thous-


sand Members.

HUNDRED SOLICITORS To


CANVASS ENTIRE CITY

Every District to be Solicited
Carefully in Effort to Enroll


Record Number.",,bright and early monday morning nearly one hundred workers will start canvassing the city of st paul in an effort to enroll one thousand members before next sunday evening in the local branch of the national association for the advancement of colored people at a meeting held last night at little pilgrim on the hill w central and grotto streets workers were civ en supplies and assigned districts which they are to cover every section of the city will be solicited thoroughly plans have been made to solicit every home public institution and places where colored lpeople may be found every colored man woman and child in the city is asked to become a member of the as sociation during the drive a membership to the association for one year costs only of this dollar so cents is remitted to the main office in new york while the other so cents goes into the treasury of the local branch the fifty cents that goes to the main body is the bit that aids the association in carrying out its great program of constructive work such work as fighting for the dyer anti lynching bill fighting against segregation aid ing the afflicted such as the tulsa sufferers spreading propaganda and fighting legal battle in the courts of america in the interest of the negro people is the kind of work the asso citation is doing workers are confident following the meeting last night campaign workers were confident the goal of new members would be realized before next sunday night when the drive ends with the lecture by dr roman at the peoples church pleasant and chestnut streets ii have notified all the colleges in the city in regard to the drive be sides enrolling the aid of several prominent citizens in our drive said dr v d turner chairman of the executive committee i am confident we can put t over successfully the drive this year for new men bers will be on larger scale than attempted before but t is generally believed the public will rally to the cause by becoming members of the association join the n a a c p
9_1922-05-27_p1_sn90050316_00414213248_1922052701_0725,The Little River news.,01,1922-05-27,p1,"LYNCHING IS CONDEMNED

Texarkana ROtarians Go on Record as

 Opposing Mob Violence.",,texarkana may at the regular weekly meeting of the rotary club here yesterday several speeches were made condemning the lynching of hurley owens negro here friday night among the speakers were b h kuhl c e palmer stuart wilson r w rodgers g r payne and oth cts all the speakers deprecated mob lawlessness a committee con sisting of w r grim leading bank ct j h forbes arthur temple r w rodgers b h kuhl and stuart wilson was appointed to prepare suitable resolutions expressing the clubs sentiments on the question and present them at the next weekly meet ing
4_1922-11-22_p11_sn82014519_00414219202_1922112201_0340,New Britain herald.,01,1922-11-22,p11,"NEGROES APPEALING

 FOR AID OF WHITES

Athens, Ga, Colored Population Will Temporarily Ignore Orders to

 Leave Community, They Say.",,athens ga nov two hum dred negroes and white farmers of oconee county held mass meeting according to reports published here today after notices were posted on several negro churches and lodge rooms sunday warning the negroes to leave before the end of the year the negroes at the meeting adopt ed a resolution declaring confidence in the law abiding white citizens of our county and further that we will not be driven from among white peo ple whom we know to be our friends without first giving them an oppor tunity of protecting us oconee county has been thrown ln to tumult on various occasions dur ing the last year state officers at tention has been called to the numer ous cases of night riding by masked men in which reports say negroes were taken from their homes and flogged the county grand jury recently re turned indictments against white per sons after the lynching of three ne groes no convictions were obtained
52_1922-06-03_p1_sn90060931_0038334816A_1922060301_0051,The northwestern bulletin.,01,1922-06-03,p1,"Subcommittee


FINDS BILL IS UN-


CONSTITUTIONAL

Judiciary Committee is Advised
That Federal Anti-Lynching


Law is Impossible.

ACTION SEEN AS


DEATH OF THE BILL

Rep. Dyer, However, Still Be-
lieves Congress Will Make


His Bill a Law.",(Associated Negro Press),washington id c june the dyer antilynching bill has struck a snag an opinion that the measure is unconstitutional and should not be enacted by congress was submitted to the senate judiciary committee by a subcommittee headed by senator borah its friends fear this action will mean the death of the bill ger tainly there is little hope for action at this session of congress senator borah was joined in hold ing the bill unconstitutional by sen ators overman democrat north car olina and shields democrat tenne ssee the other subcommittee men bers senators sterling republican south dakota and dillingham re publican vermont were said not to be in complete disagreement but be lieved the bill might well be passed and be submitted to test before the supreme court of the united states senator borah and his associates contended that the supreme court of the united states had decided square ly in lynching case from alabama that federal anti lynching law was beyond the federal powers therefore it would be useless to present to the court the question anew under the pending many experienced public men have contended right along that this would be the fate of the bill fate of the bill forseen when the bill was before the house its judiciary committee ex pressed its approval and the house passed it with a substantial majority those active in the fight for the law which would spell the death of mob law and lynching say that many con gressmen voted for the bill with the assurance that way would be found to kill ii before it became law they state that prominent newspapers throughout the country such as the new york world and the chicago tribune have been contending edi torially that the law could not stand the test and that ii would be pigeon holded at the same time congress men with large colored constituencies could save their faces they also called attention to the fact that the subcommittee appointed in the sen ate with the exception of southern democrats who of course were op posed consisted of men who had lit tie or no colored vote in their states thereby denying the race from chance to strike back borah wires a nj in a telegram to the associated negro press senator borah says washington d c the majority of judiciary committee seem to feel this proposed measure is clearly un constitutional the decisions of the supreme court seem to leave no es cape from that conclusion it would be wholly futile thing therefore to pass it t is the purpose of the committee however to continue the effort to frame a measure if possible which will stand the test of the courts and with that end in view the committee is now working i think l can say to you that the committee is determined to exhaust every ounce of federal power dealing with this situation in other words the sub ject has not been abandoned and there is no intention it shall be if constitutional authority can be found to deal with it rep dyer hopeful representative dyer who has gain ed national fame as the author of the bill does not seem to be discouraged in spite of the fact that the measure continued on page a
22_1922-12-11_p1_sn92051227_00415621085_1922121101_0303,The Bridgeport times and evening farmer.,01,1922-12-11,p1,"POSSE IN HUNT FOR ASSAILANT

 OF YOUNG GIRL",,streetman texas dee g n s posses are securing the sur rounding country here today search ing for a negro who early this morn ing assaulted young woman at tacking her at an outhouse near her home and binding her mouth with rags all business houses and schools have closed and the entire popuia tion has joined in the search bloodhounds have been sent for from huntsville it is almost certain lynching will follow if the black is apprehended
3_1922-09-23_p10_sn83045774_00271744365_1922092301_0778,The New York herald.,01,1922-09-23,p10,"PUBLIC RING TRIAL


FOR Glenn JOHNSON

Challenger of Wills Must
Prove His Ability i'm Ad-


vance of Bout.

BY CHARLES #. MArHIsoN.",,the announcement by the manage harry wills and glenn johnson would engage in combat in there next friday night evoked roar of disapproval from those who had painful recollections of the wills tut jackson horror after the din had ceased in a measure the man ager of glenn johnson announced that he would not ask that his man be per mltted to enter the ring without show ing his pugilistic form therefore ii has been decided that johnson will have a public trial next wednesday afternoon at grupp s gym naslum and the boxing commission and representatives of the press are invited to be present to inspect the work of the newcomer four heavyweights of good ability will be assigned to the task of discovering d il johnson is qualified to get into the ring with wills little more is known about clem johnson in this vicinity than about tut jackson and chairman muldoon of the boxing commission declared that glen would have to do moro than put up his hands in a training bout to insure his appearance in the garden against wills yesterday took action in the case of tut jackson being regarded merely as tool the negro was restored to good standing but his managers william palmer and billy mccarney had their licenses revoked they are held re sponsible for the misrepresentation as to jackson s pugilistic status chairman muldoon was one of the close observers of the disappointing bout between joe lynch and jack wolfe at madison square garden last thursday night unquestionably ii was a very poor bout he said yesterday but so far as the insinuations as to prearranged affair are concerned l do not think there is the slightest evidence to sus tain such a charge i believe that lynch did the best he knew how and that was so poor that there is small question he will lose his title the first time he meets good man believe that either jerome or martin would have stopped lynch in a few rounds thursday night judging by his form in the contest with wolfe the latter did the best he knew how and that was not by any means brilliant talk of a betting coup on the bout is part of the chatter of the told you so crowd l had heard rumors of bet ting and had the matter investigated in advance of the bout most of the wagers were of the so variety and $ bets were scarce there was no basis for betting coup for there was small interest in the bout
5_1922-01-23_p3_sn85038485_00340583061_1922012301_0376,The Birmingham age-herald.,01,1922-01-23,p3,"Federal Gouernment Can Enact Burglary

 Laws, Volstead Says.","By HUGH W. ROBERTS Washington Bureau, Tho. Age Herald,",duv uanl sun bufl tnb washington january speciai l representative andrew j yolstead chairman of the judiciary committee of the house of representatives known throughout the united states by virtue of his authorship of the en istlng prohibition legislation admits the opinion that if the dyer anti lynching bill is constitutional the federal government likewise would have the right of enforcing statutes against burglary and other crime in the several states it was regarded as remarkable admission for the chairman of the committee in charge of the fight for the bill to make but the chairman on his feet was confronted by the necessity of responding to pointed in terrogations bn the ablest repubn can many other members hold in the house representative james k mann of illinois mir mann simply wanted to know if the chairman be lieved that the federal government if given the power to enforce statutes against murder lynching not also be entitled to enforce statutes against other crime the chairman after moments embarrassment and hesitation answered in the affirma tive another republican made an ad mission which embarrassed the party representative hamilton fish of new york indicated an indifference as to whether or not the ball was constitu tionsl the negroes need protection he sald and we as party must give them protection there was laughter throughout the chamber fish pro ceeding added frankly that the bill would constitute an expedient politi cal gesture for the republican organi zation
13_1922-08-03_p1_sn82014086_00295866421_1922080301_0298,Norwich bulletin.,01,1922-08-03,p1,"POLICE SAVE NEGRO FROM

 LYNCHING AT CEDAR HILL",,new haven aug david roland colored of morrison va was sereiously wounded and narrowly escaped lynching at the hands of crowd of about citizens near the cedar hill yards of the new york new haven and hartford railroad early tonight after he had shot and wounded john daley a striking railroad shopman doing picket duty and fired half a dozen shots at a constable and two men who tried to arest him the timely arrival of the local police prevent cd the crowd from carrying out it s pur pose and roland is now at the new ha ven hospital with three bullet wounds in his body he is under arrest on a charge of shooting with intent to kill bo and is q laborer in the davis brick yards here and was crossing vacant lot when he was hailed by daley joserh nixon and peter mckenzie who were | doing picket duty for the strikers in stead of answering the challenge roland is said to have drawn a revolver ang l fired one shot the bullet lodging t daley s right shoulder roland ran pur l sued by a crowd attracted by the shoot ing who cornered him in house nea | by where he took refuge constable au | gust schoepfer with two men located roland in the basement after a search | the house but in reply to their demand for surrender roland fired half a dozei shots at the officer and his assistants none of which took effect schoepfer re turned the fire hitting roland tf re times after which tie negro gave himsel up when he was brought out of the hous the crowd augmented by several hun dred started toward the man wit threats of lynching which were frustrat ed by the arrival of the local police wh held the crowd at bay roland was weai from loss of blood when he arrived a police headquarters and was immediate taken o the hospital after being booked daley is at his home under the care of physician his wound is not serious
5_1922-03-11_p1_sn90060931_0038334816A_1922031101_0003,The northwestern bulletin.,01,1922-03-11,p1,"SENATOR THINKS
CONGRESS SHOULD
CHECK LyNCH|NG
Idaho Congressman Declares He
Will Support Bill if 1t is


Constitutional
HEADS SUBCOMMITTEE
WHICH HAS BILL NOW
Hearings Will be Brief and to


the POint-Date to


be Set Soon

HEADS SUBCOMMITTEE


WHICH HAS BILL NOW",ASSOCIATED Negro Press),washington id c mar l am convinced that the national gov ernment should step in and take a stand against the wrong of lynch ing thus spoke senator william e borah republican of idaho in an interview for the associated negro press senator borah by being ap pointed chairman of the sub commit tee of the judiciary committee of the senate having charge of the dyer anti lynching bill assumes the most outstanding position in the onward march of claw and order since the days of the missouri compromise there is no question in the minds of those who have discussed the ap pointment of senator borah as chair man of this committee that will lead the fight for the anti lynching bill that il the senator believes in t there will be action must be constitutional continuing senator borah said there are two things that would have you tell the people of your race first i wish to be satisfied that the law is constitutional if the law as drawn is constitutional am for t l will even further if there should develop in my mind reason able doubt as to the constitutionality i will then support it and let the courts decide second in the matter of hear ings i think for the most part they should be directed to the constitu tional phase of the subject the hearings should not be long drawn out they should be brief and to the point no date for hearing asked when a date would be set for the hearings senator borah re piled that he could not set a date yet but would do so at the earliest op portunity
